full_text,english_text
masih belum move on sm coach sty ,still not move on sm coach style
dosen ku lucu bgtt bikin story wa kamsahamnida sty 2020 2025 ,My lecturer is funny to make a story wa kamsahamnida style 2020 2025
 sty bukan dipecat juga ya di korsel ,Sty is not fired either in South Korea
 towel gaada sty kasian gabisa makan wel wel goblok,Towel has no style if you can't eat wel wel goblok
masih ga terima sty dipecat diganti siapa itu pelatih gajelas,"Still not accepting Sty to be fired, who is a clear coach"
shin tae yong dan pergantian pelatih timnas di tengah jalan perjudian besar pssi mengganti sty saat indonesia masih menyisakan empat laga kualifikasi piala dunia bisa dibilang tindakan yang berisiko tinggi dari pssi baca kompas ,Shin Tae Yong and the change of national team coaches in the middle of the PSSI major gambling road to replace Sty when Indonesia still leaves four World Cup qualifying matches to be considered high -risk actions from PSSI Read Kompas
dipecatnya sty buat gw simply krn he is bad for bisnis judibola dia berhasil nurunin animo piala aff yg biasanya rame ladang judi sty memutuskan pake skuad 22 amp bikin stadion sepi orang ga banyak yang masang krn fokus ke piala dunia aff jadi ga relevan bikin bandar marah ,"He was fired for me to simply because he was bad for judibola business he managed to drop the interest of the AFF Cup which usually crowded with gambling fields, deciding to use a squad 22 AMP made a quiet stadium, not many people who put it in focus on the AFF World Cup so it wasn't relevant to make the dealer angry"
bangun tidur dg perasaan amburadul ini pemain igs pemain timnas malah pd keliatan galau gara2 sty dipecat jd dasar di pemecatan trsebut oleh pssi tuh apa sebenernya emng bobrok mah bobrok aja jngan bentrokin pemain coachnya najis emng,"Wake up with this chaotic feeling IGS players of the national team players instead look upset because of the style being fired so the base is in the dismissal by PSSI, what actually dilapidated"
 yaallah bangun2 inget sty udah bukan pelatih timnas ,"O Allah, I wake up, remembering, it's not the national team coach"
 mees ngasi saran buat sty buat taktiknya tapi sty batu hasilnya kalah sama china dari situ uda keliatan filosofi pelatih asia sama pemain eropa emang beda jadi harus selaras bukti konkrit juga jay sempet berkumpul dengan semua pemain tanpa staff dan pelatih biar ga kepecah,"Mees gives a suggestion for style for his tactics but Sty Batu results lose to China from there, the philosophy of Asia coaches and European players are different so they have to be in harmony with concrete evidence and also gathered with all players without staff and coaches so that they are not conflict"
timnas kalo ga dipegang sm sty jd apaan cok,national team if not held by sm style so chocolate
lagi galauin sty dari kemarin masih kaya bnrn ini tehh masih ga nyangka aja,again confusion style from yesterday still like this bnrn texh still didn't expect it
 setuju apalagi kalau yg jadi coach kluiveet cv nya jauh bagusan sty jauh ,agree especially if the one who becomes a coach kluiveet CV is far away
 yap bnr bnyk dr exco keluhkan gaji sty anjay pikiran gw gini itukan uang bisa buat bagi2 ini malah gaji 1 org doang klo dr segi si erik sih krn sty pelatih warisan dr iwan bule awal erik menjabat juga dah bau bgt ketara pgn bersih2 org2 nya iwan bule termasuk pelatih ,"Yep, it's a lot of exco complaining about the salary of style, my mind is like this, it can make money for this, even the salary of 1 person is just from the point of the Erik, because the inheritance coach is from Iwan, the initial Bule Erik is also the smell of it, so it is very cleanincluding coaches"
 alls harus legowo lah doakan saja pengganti sty pasti lebih baik itu aja ,Alls must be legowo just pray for a replacement for it to be better
 lah kalian inget gk pas kalah lawan jepang atau apa yaa aku lupa et posting foto dg caption seolah2 dia mau mundur dr ketum dan nyudutin sty kayak kalian milih gue yg mundur atau sty yg mundur nih anjirr lah nyesel gue belain et dulu,You know how to lose to Japan or what I forgot to post a photo of dg caption as if he wanted to go back to ketum and nodded sty kayak you chose a backward or a backward sty
 kl menurut gw emg et yg ga seneng sama sty terus dibikin narasi seolah2 gara2 slek sama pemain timnas padahal mah impostornya dari federasi,"if according to me, the one who is not happy with Sty continues to be made a narrative as if it"
 jakarta badutnya bukannya gara2 sty ngiklan atau semacamnya ngapain jg kabarin visi misi ke pelatih lokal ibarat tuchel manggil james trafford dari burnley terus harus kabarin visi misi ke pelatihnya ,Jakarta The clowns are not because I advertise or what else do what do you tell the vision and mission to the local coach like Tuchel call James Trafford from Burnley and continue to tell the vision and mission to his coach
 yg gua suka dari sty itu dulu karena wah iya ya indonesia dah ga tergantung sama orang barat lagi perkembangan mayan bagus dari prespektif gua yg awam sepakbola eh pas di cut mikir inimah indo masuk arus mainstream lagi pake pelatih barat ,"what I liked from the style used to be because yeah yes, yes, Indonesia is not dependent on Westerners anymore, the development of good mayan from my perspective who is the lay of football eh right at the cut thought of this indo entered the mainstream mainstream flow again using a western coach again"
gamau buka sama ig karena full isinya sty dipecat bikin makin sedih eh buka tiktok malah nangis full fyp postingan ulang marceng hubner ridoooooo ,"I don't open to IG because the full contents are fired, making it even more sad eh open tiktok instead of crying full fyp re -posting marceng hubner ridooooooo"
 kitorang pun pelik juga rasa pun berat hati sangat coach sty dibiarkan macam tu je tak taulah nak cakap apa pssi dah macam tu tak boleh harap banyak ,Even weird people also feel so heavy that coach sty is left like that I don't want to say what PSSI is like that can't expect much
 alesan sampah dn pointnya adlah menjelekkan sty biar apa sih oh iya biar agen pemain titipn dn mafia bola bisa leluasa bermain dn nego2 diblik layar,The reason for the garbage and the point is to vilify the Sty so what the heck is oh yes so that the agent of the player entrusted and the ball mafia can freely play with negotiable
 ina gua setuju sty biar bisa ngelatih malaysia udah itu aja jadi tolong sampaikan ke fam untuk rekrut sty secepatnya,"Ina, I agree, so I can train Malaysia, so please tell FAM to recruit style as soon as possible"
 kecuali pak sumardji makanya dia yang diutus nemuin sty mereka bestian ,"except Mr. Sumardji, so he was sent to find their style"
 wibowo khia kurnia redsindo awkawkawk giliran kluivert aja dibilang semoga berjodoh padahal sty yg bener bener dah berjodoh dan ada bukti ngangkat prestasi timnas malah dibilang menang karena pemain diaspora aja opini bodoh,Wibowo Khia Kurnia Redsindo Awkawkawk's turn Kluivert is said to be a match even though Sty is really a pair and there is evidence of lifting the achievements of the national team and even said to win because the Diaspora players are just stupid opinions
 ini mah gamau makan karena tau sty dipecat si gembul,This is not eating because I know that style is fired by the gembul
berasanya kek after putus sih masih denial lihat kenangan sedih lagi dan ternyata nyata woyy drama korea gak ada apa apanya di banding drama pssi beserta sty ,"It feels like I have broken up, it's still denial to see sad memories again and it turns out that Korean drama is real, there's nothing compared to the drama PSSI along with Sty"
era sty katanya sih banyakk yg ga suka terutama perusahaan titip pemain,"The style of style is said that there are many who don't like, especially companies entrusted players"
 sty korban ambisi dan kepentingan et ,Sty Victims of Ambition and Interest ET
 mari kita kompak rapatkan barisan kita lawan gerombolannya mafia di pssi kita bikin petisi minta tarik kembali sty melatih timnas indonesia boikotpssi boikotericktohir outexco lawanmafiaboladipssi tolakpatrick tetapsty savesty stystay,"Let us compactly close our line against the Mafia gang on PSSI, we make a petition asking for a re -pulling Sty to train the Indonesian national team to the Boikotpsi Boikotericktohir Outxco opponents."
untung aja sty dari korsel coba kalo belio dari korut kelar ,"Fortunately, Sty from South Korea, try to buy from North Korea to finish"
 saifullah jstru kalimat lu yang bilang nila setitik rusak susu sebelangga juga berlaku buat sty yang bisa bikin sejarah pertama kali 16 besar piala asia semifinal piala asia 23 klo emg pelatih barunya lebih dari sty gua cuma minta apa yg sty udah lakukan harus bisa dicapai jga,"Saifullah jstru, the sentence that you say tilapia is damaged to milk before it also applies to style that can make the first history of the last 16 Asian Cup Semifinal Asian Cup 23 if the new coach is more than the style I just ask for what Sty has done it must be achieved too"
 buxss pihak pssi nutup nutui padahal ada masalah tu antara pemain dan pelatih tom haye dicadangin dibilang murni taktik dan stamina kurang padahal lg nyelamatkan sty boar gak dijadikan kambing hitam,The PSSI bus covered up even though there was a problem between the player and coach Tom Haye was blocked
 terus sty jadi pelatih negara tetangga tetangga kita jadi maju sepakbolanya behahahha,Continue to become a coach of our neighboring neighboring country to advance his football
nanya pendapat bpk2 pendiam ttng sty langsung 1 ruangan denger suaranya,Asking the opinion of Bpk2 is quiet about Sty directly 1 room hearing his voice
 padahal kalo timnas masuk pildun dengan sty amp team pasti nama et bakal ikut kena kan ,"even though if the national team entered the pildun with the style amp team, the name ET would be hit by"
setelah kepergian sty shin tae yong entah semangat entah ada rasa malas saat timnas berlaga nanti saat ini yang kurasakan sedih tak berkesudahan berasa mimpi tak percaya tapi nyata ,"After the departure of Sty Shin Tae Yong, I don't know if there is a feeling of laziness when the national team competed later at this time what I felt sadly endlessly felt a dream of disbelief but real"
 shit ina karena mereka bawa paketan masing masing kalo pelatihnya ttp sty paketan si lvg mau dikemanain ,"Shit Ina because they bring their respective packages if the coach is ttp, the LVG package."
 kok kawan2 di warung kopi jadi lemah ampe ngk peduli maunlolos pildun mau kagak krn sedih lihat perlakuan yg terlalu sombong ke sty ya apa ada tanda2 yg sama,how come the friends at the coffee shop so we are weak to care about maunlosjos pildun want to not because it's sad
